Annotator,Document ID,Shared? ,SentNum,Sent
1,wsj_0162.mrg,N,6,"Big Board volume amounted to 154,240,000 shares , down from 176.1 million Tuesday ."
1,wsj_0162.mrg,N,22,Mr. Trump withdrew a $ 120-a-share *U* bid last month .
1,wsj_0162.mrg,N,23,UAL rose 1 1\/2 to 177 .
1,wsj_0162.mrg,N,33,Santa Fe Pacific dropped 1 1\/8 to 17 3\/4 .
1,wsj_0162.mrg,N,35,GenCorp tumbled 2 to 14 .
1,wsj_0162.mrg,N,37,Allergan went up 1\/2 to 19 3\/8 .
1,wsj_0162.mrg,N,39,The American Stock Exchange Market Value Index gained 1.56 to 372.14 .
1,wsj_0162.mrg,N,40,"Volume totaled 11,390,000 shares ."
1,wsj_0162.mrg,N,41,Old Spaghetti Warehouse rose 1 to 16 1\/8 .
1,wsj_0162.mrg,N,42,Its net income for the September quarter rose about 41 % from a year ago .
1,wsj_0062.mrg,N,9,"Campbell Soup , for one , is furious 0 its Souper Combo microwave product was chastised *-79 in the premiere `` In the Dumpster '' column ."
1,wsj_0062.mrg,N,15,"He admits , though , 0 it is n't one of Campbell Soup 's better products in terms of recyclability ."
1,wsj_0062.mrg,N,24,Individual copies of the magazine sell for $ 2.95 *U* and yearly subscriptions cost $ 21 *U* .
1,wsj_0062.mrg,N,38,"CoreStates Financial Corp. , Philadelphia , named Earle Palmer Brown & Spiro , Philadelphia , as agency of record for its $ 5 million *U* account ."
1,wsj_0062.mrg,N,39,"The business had been handled *-86 by VanSant Dugdale , Baltimore ."
1,wsj_0062.mrg,N,41,"American Telephone & Telegraph 's General Business Systems division , New York , awarded the ad account for its Fax product line to Ogilvy & Mather , New York , a WPP Group agency ."
1,wsj_0062.mrg,N,44,Enterprise Rent-A-Car Inc. breaks its first national ad campaign this week .
1,wsj_0062.mrg,N,50,"Ketchum Communications , Pittsburgh , acquired Braun & Co. , a Los Angeles investor-relations and marketing-communications firm ."
1,wsj_0062.mrg,N,51,Terms were n't disclosed *-1 .
1,wsj_0047.mrg,N,8,"The department placed a moratorium on the research , * pending a review of scientific , legal and ethical issues ."
1,wsj_0047.mrg,N,16,But the administration 's handling of the fetal-tissue transplant issue disturbs many scientists .
1,wsj_0047.mrg,N,19,Yale is one of the few medical institutions conducting privately funded research on fetal-tissue transplants .
1,wsj_0047.mrg,N,24,The NIH currently spends about $ 8 million *U* *ICH*-2 annually on fetal-tissue research out of a total research budget of $ 8 billion *U* .
1,wsj_0116.mrg,N,1,Or so the slogan might go .
1,wsj_0116.mrg,N,5,Neither company would disclose the program 's cost .
1,wsj_0116.mrg,N,9,"Sales were roughly flat in the 1989 model year compared with a year earlier , though industry sales fell ."
1,wsj_0116.mrg,N,12,"Traditionally , the card has been used *-66 mainly for travel and entertainment expenses ."
1,wsj_0116.mrg,N,23,Some 3.8 million of the five million who *T*-55 will get letters were preapproved *-67 for credit with GMAC .
1,wsj_0116.mrg,N,27,"The vacation packages include hotel accommodations and , in some cases , tours or tickets to local attractions , but not meals ."
1,wsj_0116.mrg,N,31,Card holders who *T*-59 receive the letter also are eligible for a sweepstakes with Buick cars or a Hawaii vacation as prizes .
1,wsj_0116.mrg,N,32,"If they test-drive a Buick , they get an American Express calculator ."
1,wsj_0116.mrg,N,34,"A few years ago , the company offered two round-trip tickets on Trans World Airlines to buyers of its Riviera luxury car ."
1,wsj_0101.mrg,N,19,"The most recent example was a nearly $ 17.3 billion *U* fiscal 1990 bill funding the State , Justice and Commerce departments ."
1,wsj_0148.mrg,N,8,"A faster version , the SuperDot , was launched *-1 in 1984 ."
1,wsj_0148.mrg,N,14,Program trading -- A wide range of computer-assisted portfolio trading strategies involving the simultaneous purchase or sale of 15 or more stocks .
1,wsj_0148.mrg,N,15,"Quant -- Generally , any Wall Street analyst who *T*-1 employs quantitive research techniques ."
1,wsj_0148.mrg,N,24,"For stock indexes , the underlying investment may be a stock-index futures contract or the cash value of a stock index ."
1,wsj_0050.mrg,N,1,Terms were n't disclosed *-1 .
1,wsj_0167.mrg,N,4,Sales rose to $ 3 million *U* from $ 2.9 million *U* .
1,wsj_0167.mrg,N,6,Sales rose to $ 9.8 million *U* from $ 8.9 million *U* .
1,wsj_0020.mrg,N,18,"She did n't elaborate , although earlier U.S. trade reports have complained of videocassette piracy in Malaysia and disregard for U.S. pharmaceutical patents in Turkey ."
1,wsj_0060.mrg,N,15,"Dick Lobo , the general manager of WTVJ , the NBC-owned station in Miami , for example , says 0 the show has `` been a major disappointment to us . ''"
1,wsj_0060.mrg,N,16,"`` At the prices 0 we were charged *-78 *T*-1 , there should have been some return for the dollar ."
1,wsj_0103.mrg,N,5,OSHA said 0 there have been three worker fatalities at the two plants in the past two years and 17 deaths since 1972 .
1,wsj_0103.mrg,N,19,The company is contesting the fine .
1,wsj_0042.mrg,N,0,"A seat on the Chicago Board of Trade was sold *-1 for $ 350,000 *U* , down $ 16,000 *U* from the previous sale last Friday ."
1,wsj_0042.mrg,N,2,"The record price for a full membership on the exchange is $ 550,000 *U* , *-2 set *-1 Aug. 31 , 1987 ."
1,wsj_0114.mrg,N,2,"The Los Angeles Times , with a circulation of more than 1.1 million , dominates the region ."
1,wsj_0114.mrg,N,4,Nearby cities such as Pasadena and Long Beach also have large dailies .
1,wsj_0114.mrg,N,8,The prospective buyers included investor Marvin Davis and the Toronto Sun .
1,wsj_0114.mrg,N,11,The Herald was left *-61 in limbo .
1,wsj_0114.mrg,N,17,William Randolph Hearst had kept an apartment in the Spanish Renaissance-style building .
1,wsj_0114.mrg,N,19,"`` The Herald was a survivor from a bygone age , '' said *T*-1 J. Kendrick Noble , a media analyst with PaineWebber Inc ."
1,wsj_0114.mrg,N,25,"For example , the Herald consistently beat its much-larger rival on disclosures about Los Angeles Mayor Tom Bradley 's financial dealings ."
1,wsj_0114.mrg,N,26,The Herald 's sports coverage and arts criticism were also highly regarded .
1,wsj_0114.mrg,N,30,"Hours after the announcement , representatives of the Orange County Register were in a bar across the street *-1 recruiting ."
1,wsj_0114.mrg,N,33,"`` So Long , L.A. '' was chosen *-1 as the paper 's final headline ."
1,wsj_0114.mrg,N,35,"His wife also works for the paper , as did his father ."
1,wsj_0114.mrg,N,38,`` It does n't make any difference now .
1,wsj_0056.mrg,N,4,Guaranteed minimum 6 % .
1,wsj_0140.mrg,N,2,"Named *-2 as defendants were *T*-1 Roland Matthews , president , and Peter Jonas , executive vice president and chief financial officer , as well as a former plant manager ."
1,wsj_0140.mrg,N,5,Arraignments are scheduled *-1 for Nov. 14 .
1,wsj_0121.mrg,N,0,"Program trading is `` a racket , '' complains 0 *T*-1 Edward Egnuss , a White Plains , N.Y. , investor and electronics sales executive , `` and it 's not to the benefit of the small investor , that 's for sure . ''"
1,wsj_0121.mrg,N,6,But he blames program trading for only some of the market 's volatility .
1,wsj_0121.mrg,N,13,"At the Charles Schwab & Co. office in Atlanta 's Buckhead district , a group of investors voices skepticism that federal officials would curb program trading ."
1,wsj_0121.mrg,N,26,You ca n't hold back technology . ''
1,wsj_0121.mrg,N,30,The market is just becoming more efficient . ''
1,wsj_0121.mrg,N,33,"But `` I 'm a long-term investor , '' he says *T*-1 ."
1,wsj_0121.mrg,N,38,What else can a small investor do *T*-1 ?
1,wsj_0121.mrg,N,39,"Scott Taccetta , a Chicago accountant , is going into money-market funds ."
1,wsj_0121.mrg,N,44,"Lucille Gorman , an 84-year-old Chicago housewife , has become amazingly immune to stock-market jolts ."
1,wsj_0121.mrg,N,46,"`` My stocks are all blue chips , '' she says *T*-1 ."
1,wsj_0077.mrg,N,1,Bond prices and the dollar both gained modestly .
1,wsj_0077.mrg,N,4,Long-term bond prices rose despite prospects of a huge new supply of Treasury debt this month .
1,wsj_0077.mrg,N,9,Economic news had little effect on financial markets .
1,wsj_0077.mrg,N,13,Stock prices rose fractionally in moderate trading .
1,wsj_0077.mrg,N,14,Big Board volume totaled 154.2 million shares .
1,wsj_0077.mrg,N,16,"The Treasury 's benchmark 30-year bond gained about a quarter of a point , or $ 2.50 *U* for each $ 1,000 *U* of face amount ."
1,wsj_0077.mrg,N,17,The yield fell to 7.88 % .
1,wsj_0077.mrg,N,18,The dollar rose .
1,wsj_0135.mrg,N,3,"In fiscal 1989 , Elco earned $ 7.8 million *U* , or $ 1.65 *U* a share ."
1,wsj_0135.mrg,N,4,The company 's stock fell $ 1.125 *U* to $ 13.625 *U* in over-the-counter trading yesterday .
1,wsj_0184.mrg,N,3,"The program , available to Upjohn employees 55 years old or older , could increase an individual 's retirement benefits 10 % to 20 % *U* ."
1,wsj_0184.mrg,N,4,"In addition , Upjohn is offering a one-time retirement bonus equal to six months of base pay ."
1,wsj_0184.mrg,N,7,"`` It 's a cosmetic move , '' said *T*-1 Jonathan S. Gelles of Wertheim Schroder & Co ."
1,wsj_0184.mrg,N,8,"According to Upjohn 's estimates , only 50 % to 60 % *U* of the 1,100 eligible employees will take advantage of the plan ."
1,wsj_0184.mrg,N,10,"As a result , Upjohn will likely trim only about 275 to 350 of its more than 21,000 jobs world-wide ."
1,wsj_0184.mrg,N,11,"In composite trading on the New York Stock Exchange yesterday , Upjohn shares rose 87.5 cents to $ 38.875 *U* apiece ."
1,wsj_0179.mrg,N,0,"Junk-bond markdowns , an ongoing Securities and Exchange Commission investigation , a Drexel Burnham Lambert connection , a fizzled buy-out rumor ."
1,wsj_0179.mrg,N,2,Bears have targeted Columbia 's stock because of the thrift 's exposure to the shaky junk market .
1,wsj_0179.mrg,N,9,Columbia has only about 10 million common shares in public hands .
1,wsj_0179.mrg,N,10,The Spiegel family has 25 % of the common and 75 % of the votes .
1,wsj_0179.mrg,N,11,"Other big common holders are Carl Lindner 's American Financial , investor Irwin Jacobs and Pacific Financial Research , though the latter cut its stake this summer ."
1,wsj_0179.mrg,N,14,Columbia wo n't comment on all the speculation .
1,wsj_0179.mrg,N,20,"Columbia , a longtime Drexel client , wo n't provide current data on its junk ."
1,wsj_0179.mrg,N,22,"These were Allied Stores , Western Union Telegraph , Gillett Holdings , SCI Television and Texas Air , though many other bonds in Columbia 's portfolio also have lost value ."
1,wsj_0179.mrg,N,24,It also hopes for ultimate gains of as much as $ 300 million *U* on equity investments in buy-outs and restructurings .
1,wsj_0179.mrg,N,30,It *EXP*-1 is n't clear how much a restructuring would help Columbia stockholders *T*-2 .
1,wsj_0179.mrg,N,35,"`` They are n't really a thrift , '' says *T*-1 Jonathan Gray , a Sanford C. Bernstein analyst ."
1,wsj_0179.mrg,N,38,Pauline Yoshihashi in Los Angeles contributed to this article .
1,wsj_0179.mrg,N,41,"Year ended Dec. 31 , 1988 : Net income : $ 65 million *U* ; or $ 1.49 *U* a share"
1,wsj_0179.mrg,N,45,Note : All per-share figures are fully diluted .
1,wsj_0095.mrg,N,5,"If the assumption is that it *EXP*-1 is surprising that so few blacks find Mr. and Mrs. Bush distasteful , the positive view is even more newsworthy ."
1,wsj_0095.mrg,N,6,"Such an editorial point of view perpetuates an insidious , stereotyped perspective ."
1,wsj_0095.mrg,N,7,Why are we blacks continually defined *-1 by our minority and the lowest common denominator .
1,wsj_0108.mrg,N,3,You can do all this even if you 're not a reporter or a researcher or a scholar or a member of Congress .
1,wsj_0108.mrg,N,4,And my newspaper can print the text of those broadcasts .
1,wsj_0108.mrg,N,11,The theory was that the Voice is a propaganda agency and this government should n't propagandize its own people .
1,wsj_0108.mrg,N,16,"In June 1988 , I wrote in this space about this issue ."
1,wsj_0108.mrg,N,19,It does a first-rate job .
1,wsj_0108.mrg,N,20,Its budget $ 184 million *U* -- is paid for *-30 by you .
1,wsj_0108.mrg,N,21,But a 1948 law barred the `` dissemination '' of that material in the U.S. .
1,wsj_0108.mrg,N,29,"A couple of weeks ago , I lost the case in federal district court in Des Moines ."
1,wsj_0108.mrg,N,30,"At least , that 's the way 0 it was reported *-32 *T*-1 ."
1,wsj_0108.mrg,N,31,"And , indeed , the lawsuit was dismissed *-33 ."
1,wsj_0108.mrg,N,43,But the court disagreed .
1,wsj_0108.mrg,N,54,"Section 501 of the United States Information and Educational Exchange Act of 1948 says 0 Voice material shall be available to certain of us -LRB- but now , thanks to the USIA 's new position , all of us -RRB- `` for examination only . ''"
1,wsj_0108.mrg,N,60,He had no answers then .
1,wsj_0108.mrg,N,63,I feel pretty good about it .
1,wsj_0165.mrg,N,3,"In national over-the-counter trading yesterday , POP plunged $ 4 *U* to $ 14.75 *U* ."
1,wsj_0036.mrg,N,2,Its index inched up to 47.6 % in October from 46 % in September .
1,wsj_0036.mrg,N,6,"If not for a 59.6 % surge in orders for capital goods by defense contractors , factory orders would have fallen 2.1 % ."
1,wsj_0036.mrg,N,13,`` I draw a blank . ''
1,wsj_0036.mrg,N,14,"By most measures , the nation 's industrial sector is now growing very slowly -- if at all ."
1,wsj_0036.mrg,N,15,Factory payrolls fell in September .
1,wsj_0036.mrg,N,19,"Inventories are closely watched *-1 for such clues , for instance ."
1,wsj_0036.mrg,N,23,`` I do n't see any signs that inventories are excessive . ''
1,wsj_0036.mrg,N,26,Orders for durable goods were up 0.2 % to $ 127.03 billion *U* after *-1 rising 3.9 % the month before .
1,wsj_0036.mrg,N,29,"Shipments have been relatively level since January , the Commerce Department noted 0 *T*-1 ."
1,wsj_0036.mrg,N,34,"Spending on private , nonresidential construction was off 2.6 % to an annual rate of $ 99.1 billion *U* with no sector showing strength ."
1,wsj_0036.mrg,N,35,Government construction spending rose 4.3 % to $ 88 billion *U* .
1,wsj_0036.mrg,N,37,"For the first nine months of the year , total construction spending ran about 2 % above last year 's level ."
1,wsj_0036.mrg,N,46,"And 8 % *ICH*-1 said 0 export orders were down last month , compared with 6 % the month before ."
1,wsj_0036.mrg,N,47,The purhasing managers ' report also added evidence that inflation is under control .
1,wsj_0036.mrg,N,55,"For the first time , the October survey polled members on imports ."
1,wsj_0036.mrg,N,62,Pamela Sebastian in New York contributed to this article .
1,wsj_0036.mrg,N,63,Here are *T*-1 the Commerce Department 's figures for construction spending in billions of dollars at seasonally adjusted annual rates .
1,wsj_0036.mrg,N,64,"Here are *T*-1 the Commerce Department 's latest figures for manufacturers in billions of dollars , seasonally adjusted ."
1,wsj_0157.mrg,N,2,"Previously , it offered $ 13.65 *U* a share in cash , or $ 29 million *U* ."
1,wsj_0040.mrg,N,1,"The discussions are still in preliminary stages , and the specific details have n't been worked *-2 out between the Seattle aerospace company and Kawasaki Heavy Industries Ltd. , Mitsubishi Heavy Industries Ltd. and Fuji Heavy Industries Ltd ."
1,wsj_0079.mrg,N,1,Terms were n't disclosed *-1 .
1,wsj_0187.mrg,N,2,`` The situation is that the bankruptcy court will get out of the shipbuilding business .
1,wsj_0169.mrg,N,1,The other concern was n't identified .
1,wsj_0169.mrg,N,5,The acquisition of 87-store Weisfield 's raises Ratners 's U.S. presence to 450 stores .
1,wsj_0169.mrg,N,6,About 30 % of Ratners 's profit already is derived *-1 from the U.S. .
1,wsj_0045.mrg,N,2,The mathematics section of the widely used California Achievement Test asks fifth graders : `` What is *T*-1 another name for the Roman numeral IX ? ''
1,wsj_0045.mrg,N,6,"What *T*-102 's more , the test and Learning Materials are both produced *-1 by the same company , Macmillan\/McGraw-Hill , a joint venture of McGraw-Hill Inc. and Macmillan 's parent , Britain 's Maxwell Communication Corp ."
1,wsj_0045.mrg,N,7,"Close parallels between tests and practice tests are common , some educators and researchers say 0 *T*-1 ."
1,wsj_0045.mrg,N,8,"Test-preparation booklets , software and worksheets are a booming publishing subindustry ."
1,wsj_0045.mrg,N,13,Standardized achievement tests are given *-1 about 10 million times a year across the country to students generally from kindergarten through eighth grade .
1,wsj_0045.mrg,N,16,"In Arizona , California , Florida , Louisiana , Maryland , New Jersey , South Carolina and Texas , educators say 0 they are common classroom tools ."
1,wsj_0045.mrg,N,18,"About 20,000 sets of Learning Materials teachers ' binders have also been sold *-1 in the past four years ."
1,wsj_0045.mrg,N,19,The materials in each set reach about 90 students .
1,wsj_0045.mrg,N,27,But Learning Materials matched on 66.5 of 69 subskills .
1,wsj_0045.mrg,N,28,Scoring High matched on 64.5 .
1,wsj_0045.mrg,N,30,Learning Materials for the fifth-grade contains at least a dozen examples of exact matches or close parallels to test items .
1,wsj_0045.mrg,N,33,"When Scoring High first came out in 1979 *T*-1 , it was a publication of Random House ."
1,wsj_0007.mrg,N,1,Finmeccanica is an Italian state-owned holding company with interests in the mechanical engineering industry .
1,wsj_0076.mrg,N,1,Terms were n't disclosed *-1 .
1,wsj_0111.mrg,N,5,Sometimes you just go with your gut . ''
1,wsj_0111.mrg,N,14,"As a private company , Random House does n't report its earnings ."
1,wsj_0111.mrg,N,16,Speculation on his successor centers on a number of division heads at the house .
1,wsj_0111.mrg,N,17,"Possible candidates include Susan Petersen , president of Ballantine\/Del Rey\/Fawcett , Random House 's huge and successful paperback division ."
1,wsj_0113.mrg,N,0,"Despite one of the most devastating droughts on record , net cash income in the Farm Belt rose to a new high of $ 59.9 billion *U* last year ."
1,wsj_0113.mrg,N,3,Most of those states set farm income records .
1,wsj_0113.mrg,N,4,The worst crop damage occurred in the Midwestern Corn Belt and the northern Great Plains .
1,wsj_0113.mrg,N,10,Last year 's record net cash income confirms the farm sector 's rebound from the agricultural depression of the early 1980s .
1,wsj_0113.mrg,N,17,Iowa and Minnesota were among the few major farm states 0 *T*-1 to log a decline in net cash income .
1,wsj_0113.mrg,N,18,"Despite federal disaster relief , the drought of 1988 was a severe financial setback for an estimated 10,000 to 15,000 farmers , according to the department ."
1,wsj_0012.mrg,Y,13,"According to Audit Bureau of Circulations , Time , the largest newsweekly , had average circulation of 4,393,237 , a decrease of 7.3 % ."
1,wsj_0144.mrg,Y,2,But revenue declined to $ 3 billion *U* from $ 3.2 billion *U* .
1,wsj_0144.mrg,Y,6,"In the first nine months , net was $ 306 million *U* , compared with a loss of $ 195 million *U* in the 1988 period ."
1,wsj_0003.mrg,Y,4,"A Lorillard spokewoman said , `` This is an old story ."
1,wsj_0003.mrg,Y,7,Neither Lorillard nor the researchers who *T*-3 studied the workers were aware of any research on smokers of the Kent cigarettes .
1,wsj_0003.mrg,Y,9,Dr. Talcott led a team of researchers from the National Cancer Institute and the medical schools of Harvard University and Boston University .
1,wsj_0003.mrg,Y,21,"In July , the Environmental Protection Agency imposed a gradual ban on virtually all uses of asbestos ."
1,wsj_0003.mrg,Y,24,Areas of the factory *ICH*-2 were particularly dusty where the crocidolite was used *-8 *T*-1 .
1,wsj_0003.mrg,Y,29,It has no bearing on our work force today .
1,wsj_0126.mrg,Y,4,A stadium craze is sweeping the country .
1,wsj_0126.mrg,Y,7,Most boosters claim 0 the new sports complexes will be moneymakers for their city .
1,wsj_0126.mrg,Y,8,Pepperdine University economist Dean Baim scoffs at that .
1,wsj_0126.mrg,Y,12,San Francisco voters rejected a new ballpark two years ago .
1,wsj_0126.mrg,Y,13,"Last month , Phoenix voters turned thumbs down on a $ 100 million *U* stadium bond and tax proposition ."
1,wsj_0126.mrg,Y,26,"`` The Superdome is an exercise in optimism , a statement of faith , '' he has said *T*-1 ."
1,wsj_0126.mrg,Y,27,"`` It is the very building of it *ICH*-4 that *T*-2 is important , not how much of it *T*-3 is used *-1 or its economics . ''"
1,wsj_0126.mrg,Y,28,An Egyptian Pharaoh could n't have justified his pyramids any better .
1,wsj_0126.mrg,Y,29,But civilization has moved forward since then .
1,wsj_0029.mrg,Y,3,The rest went to investors from France and Hong Kong .
1,wsj_0029.mrg,Y,4,"Earlier this year , Japanese investors snapped up a similar , $ 570 million *U* mortgage-backed securities mutual fund ."
1,wsj_0029.mrg,Y,5,"That fund was put *-41 together by Blackstone Group , a New York investment bank ."
1,wsj_0029.mrg,Y,6,"The latest two funds were assembled *-42 jointly by Goldman , Sachs & Co. of the U.S. and Japan 's Daiwa Securities Co ."
1,wsj_0001.mrg,Y,0,"Pierre Vinken , 61 years old , will join the board as a nonexecutive director Nov. 29 ."
1,wsj_0001.mrg,Y,1,"Mr. Vinken is chairman of Elsevier N.V. , the Dutch publishing group ."
1,wsj_0097.mrg,Y,4,U.S. stock-index futures are n't even traded *-1 in Japan now .
1,wsj_0097.mrg,Y,5,"And because of the time difference , the Japanese *RNR*-1 and the U.S. *RNR*-1 markets ' trading hours do n't overlap ."
1,wsj_0097.mrg,Y,7,"About 11.6 % of all program trading by New York Stock Exchange firms in September took place in foreign markets , according to Big Board data ."
1,wsj_0097.mrg,Y,10,Program trading has taken off in Japan since last year 's introduction of home-market stock-index futures trading on the Tokyo and Osaka stock exchanges .
1,wsj_0097.mrg,Y,14,"`` Maybe it was n't enough , '' a Finance Ministry official noted *T*-1 after the Dec. 7 surge ."
1,wsj_0097.mrg,Y,15,Japan 's regulators have since tightened controls on index-related stock purchases .
1,wsj_0097.mrg,Y,17,"Some U.S. firms , notably Salomon Inc. and Morgan Stanley Group Inc. , have reaped a hefty chunk of their Japanese earnings from index arbitrage , both for customers and for their own accounts ."
1,wsj_0097.mrg,Y,21,"`` It has not been disruptive in the markets here , '' Mr. Maughan said *T*-1 ."
1,wsj_0097.mrg,Y,23,The British also are scrutinizing program trades .
1,wsj_0097.mrg,Y,25,`` We do n't think 0 there is cause for concern at the moment . ''
1,wsj_0097.mrg,Y,26,London serves increasingly as a conduit for program trading of U.S. stocks .
1,wsj_0097.mrg,Y,32,Britain has two main index-arbitrage instruments .
1,wsj_0097.mrg,Y,33,A Financial Times-Stock Exchange 100-share index option contract is traded *-162 on the London Stock Exchange 's Traded Options Market .
1,wsj_0097.mrg,Y,34,And an FT-SE futures contract is traded *-1 on the London International Financial Futures Exchange .
1,wsj_0097.mrg,Y,35,Both contracts have gained a following since the 1987 global market crash .
1,wsj_0104.mrg,Y,0,"Due to an editing error , a letter to the editor in yesterday 's edition from Frederick H. Hallett mistakenly identified the NRDC ."
1,wsj_0087.mrg,Y,0,"Five things 0 you can do *T*-1 for $ 15,000 *U* or less :"
1,wsj_0087.mrg,Y,1,1 . * Buy a new Chevrolet .
1,wsj_0087.mrg,Y,2,2 . * Take a Hawaiian vacation .
1,wsj_0087.mrg,Y,3,3 . * Send your child to a university .
1,wsj_0087.mrg,Y,4,4 . * Buy a diamond necklace .
1,wsj_0087.mrg,Y,5,5 . * Make a lasting difference in the regulatory life of an American savings-and-loan association through the Foster Corporate Parents Plan .
1,wsj_0087.mrg,Y,9,"As a Foster Corporate Parent , you 'll be helping a neighborhood S&L in areas crucial to its survival ."
1,wsj_0087.mrg,Y,12,Performing loans .
1,wsj_0139.mrg,Y,1,"With lipsticks , liners , lotions and creams , There are still beauty plans left 0 * to tackle *T*-1 : But as the years go by , it seems That before I paint , I should spackle ."
1,wsj_0141.mrg,Y,0,"Consumer confidence stayed strong in October , despite the unsettling gyrations of the stock market ."
1,wsj_0141.mrg,Y,4,The index was 116.9 in October 1988 and in the past year has ranged from a low of 112.9 to a high of 120.7 .
1,wsj_0141.mrg,Y,5,It uses a base of 100 in 1985 .
1,wsj_0141.mrg,Y,6,"In October , more people *ICH*-1 said that present business conditions were `` good '' than in September ."
1,wsj_0141.mrg,Y,7,An equal number in each month said that employment conditions were good .
1,wsj_0141.mrg,Y,20,Home purchase plans increased to 3.3 % from 3.1 % in the two recent months .
1,wsj_0141.mrg,Y,22,"In 1989 , home purchase plans have ranged monthly from 2.9 % *RNR*-1 to 3.7 % *RNR*-1 of respondents ."
1,wsj_0090.mrg,Y,1,That has been particularly true this year with many companies raising their payouts more than 10 % .
1,wsj_0090.mrg,Y,4,"That can be a trap for unwary investors , says 0 *T*-1 Richard Bernstein , senior quantitative analyst at Merrill Lynch & Co ."
